Target,RA,DEC,Sp. Type,T_eff [K],B [mag],V [mag],G [mag],Dist [pc],Data products (ascii),Data products (csv)
HD242780,05:20:25.4232,+11:36:35.348,K0,5464.3,9.74,8.97,8.84,56.18,HD242780_harps_all-data_v1.dat,HD242780_harps_all-data_v1.csv
HD24302,03:52:53.4783,+24:42:56.631,F8,6375.6,9.9,9.48,9.335,141.01,HD24302_harps_all-data_v1.dat,HD24302_harps_all-data_v1.csv
HD24331,03:50:35.4883,-42:33:55.913,K2.5V,,9.54,8.62,8.344,27.14,HD24331_harps_all-data_v1.dat,HD24331_harps_all-data_v1.csv
HD244138,05:29:08.3925,+11:52:12.653,G5/8Ve,4472.5,10.83,10.1,9.426,402.41,HD244138_harps_all-data_v1.dat,HD244138_harps_all-data_v1.csv
HD24465,03:54:03.3709,+15:08:30.188,F8,6205.4,9.48,8.97,8.857999999999999,119.76,HD24465_harps_all-data_v1.dat,HD24465_harps_all-data_v1.csv
HD24558,03:50:31.7294,-64:04:06.602,G8V,,10.28,9.57,9.37,56.49,HD24558_harps_all-data_v1.dat,HD24558_harps_all-data_v1.csv
HD24633,03:54:58.0948,-01:15:47.693,K0V,5143.7,9.66,8.87,8.663,46.2,HD24633_harps_all-data_v1.dat,HD24633_harps_all-data_v1.csv
HD24706,03:53:33.3394,-46:53:37.312,K2III,4501.7,7.164,5.921,5.546,105.32,HD24706_harps_all-data_v1.dat,HD24706_harps_all-data_v1.csv
HD24712,03:55:16.1314,-12:05:56.729,A9VpSrEuCr,7253.0,6.32,6.0,5.926,48.49,HD24712_harps_all-data_v1.dat,HD24712_harps_all-data_v1.csv
HD24745,03:54:23.1679,-40:21:25.222,G8/K1III,5883.0,6.289,5.705,5.483,162.09,HD24745_harps_all-data_v1.dat,HD24745_harps_all-data_v1.csv
HD24916,03:57:28.6989,-01:09:34.071,K4V,4640.5,9.166,8.014,7.664,15.3,HD24916_harps_all-data_v1.dat,HD24916_harps_all-data_v1.csv
HD25061,03:56:25.2983,-52:55:51.125,K1V,,10.11,9.26,9.052999999999999,52.07,HD25061_harps_all-data_v1.dat,HD25061_harps_all-data_v1.csv
HD25102,03:59:40.4966,+10:19:49.266,,6539.4,6.7620000000000005,6.34,6.2379999999999995,41.83,HD25102_harps_all-data_v1.dat,HD25102_harps_all-data_v1.csv
HD25105,03:57:55.4911,-36:15:35.688,K0.5V,5363.0,9.3,8.5,8.308,35.94,HD25105_harps_all-data_v1.dat,HD25105_harps_all-data_v1.csv
HD25120,03:55:18.3156,-65:17:04.988,K1Vk:,5175.0,9.64,8.78,8.542,34.0,HD25120_harps_all-data_v1.dat,HD25120_harps_all-data_v1.csv
HD25171,03:55:49.4402,-65:11:12.029,F8V,6127.0,8.293,7.78,7.638,55.7,HD25171_harps_all-data_v1.dat,HD25171_harps_all-data_v1.csv
HD2529,00:28:43.1265,-50:31:58.288,K0III,4773.7,7.36,6.265,5.952999999999999,117.77,HD2529_harps_all-data_v1.dat,HD2529_harps_all-data_v1.csv
HD25490,04:03:09.3796,+05:59:21.479,A0.5Va,7836.0,3.924,3.883,3.8110000000000004,35.12,HD25490_harps_all-data_v1.dat,HD25490_harps_all-data_v1.csv
HD25535A,04:02:03.447,-34:28:55.75,,,7.94,7.26,,,HD25535A_harps_all-data_v1.dat,HD25535A_harps_all-data_v1.csv
HD25565,04:02:06.1090,-36:37:00.944,K0V,5174.0,10.07,9.18,8.961,46.09,HD25565_harps_all-data_v1.dat,HD25565_harps_all-data_v1.csv
HD25587,04:02:42.7488,-27:29:00.769,F7V,6121.7,7.931,7.392,7.265,59.44,HD25587_harps_all-data_v1.dat,HD25587_harps_all-data_v1.csv
HD25673,04:04:20.3027,-04:39:18.496,G8V,5141.0,10.36,9.56,9.293,46.92,HD25673_harps_all-data_v1.dat,HD25673_harps_all-data_v1.csv
HD2567,00:29:16.1105,-05:54:37.763,G1V,5959.0,8.4,7.76,7.635,54.88,HD2567_harps_all-data_v1.dat,HD2567_harps_all-data_v1.csv
HD256,00:07:18.2617,-17:23:13.242,A2IV/V,8168.8,6.33,6.23,6.162000000000001,145.18,HD256_harps_all-data_v1.dat,HD256_harps_all-data_v1.csv
HD25825,04:06:16.1277,+15:41:53.234,G0V,5964.7,8.416,7.811,7.693,47.56,HD25825_harps_all-data_v1.dat,HD25825_harps_all-data_v1.csv
HD25874,04:02:26.9852,-61:21:25.130,G2V,,7.41,6.73,6.561,25.97,HD25874_harps_all-data_v1.dat,HD25874_harps_all-data_v1.csv
HD25912,04:03:37.9146,-51:55:51.021,G3/5V,5807.0,8.85,8.19,8.027999999999999,49.24,HD25912_harps_all-data_v1.dat,HD25912_harps_all-data_v1.csv
HD26071,04:06:01.2447,-38:59:49.289,G5IV/V,5597.0,9.6,8.87,8.712,87.33,HD26071_harps_all-data_v1.dat,HD26071_harps_all-data_v1.csv
HD26297,04:09:03.4179,-15:53:27.057,G5/6IVw,4617.8,8.55,7.47,7.086,664.58,HD26297_harps_all-data_v1.dat,HD26297_harps_all-data_v1.csv
HD2638,00:29:59.8720,-05:45:50.398,K1V,5131.4,10.33,9.38,9.193,55.05,HD2638_harps_all-data_v1.dat,HD2638_harps_all-data_v1.csv
HD26430,04:08:06.7682,-53:46:45.373,K2/3(V),4976.3,10.67,9.931000000000001,9.55,48.36,HD26430_harps_all-data_v1.dat,HD26430_harps_all-data_v1.csv
HD26729,04:12:23.7052,-31:34:51.962,G5IV,5627.5,8.18,7.44,7.255,54.05,HD26729_harps_all-data_v1.dat,HD26729_harps_all-data_v1.csv
HD26864,04:12:43.7419,-47:33:56.555,G3V,,9.36,8.72,8.579,60.69,HD26864_harps_all-data_v1.dat,HD26864_harps_all-data_v1.csv
HD26887,04:14:52.0281,-05:23:47.353,F8/G0V,6021.8,8.98,8.46,8.312999999999999,65.62,HD26887_harps_all-data_v1.dat,HD26887_harps_all-data_v1.csv
HD26911,04:15:46.2844,+15:24:02.506,F5V,6711.0,6.705,6.3,6.202999999999999,46.91,HD26911_harps_all-data_v1.dat,HD26911_harps_all-data_v1.csv
HD26913,04:15:25.7871,+06:11:58.749,G8V,5648.0,7.58,6.92,6.763,22.1,HD26913_harps_all-data_v1.dat,HD26913_harps_all-data_v1.csv
HD26923,04:15:28.8004,+06:11:12.699,G0IV,6052.0,6.86,,6.159,22.09,HD26923_harps_all-data_v1.dat,HD26923_harps_all-data_v1.csv
HD269556,05:27:05.6187,-68:30:09.083,G5,4758.2,11.17,9.95,9.642999999999999,804.25,HD269556_harps_all-data_v1.dat,HD269556_harps_all-data_v1.csv
HD26956,04:14:51.3518,-25:00:40.365,G3V,5809.2,9.81,9.14,9.003,83.02,HD26956_harps_all-data_v1.dat,HD26956_harps_all-data_v1.csv
HD26965,04:15:16.3197,-07:39:10.338,K0V,,5.25,4.43,4.107,5.04,HD26965_harps_all-data_v1.dat,HD26965_harps_all-data_v1.csv
HD26967,04:14:00.1144,-42:17:39.723,K2III,4624.0,4.96,3.86,3.437,35.81,HD26967_harps_all-data_v1.dat,HD26967_harps_all-data_v1.csv
HD2696,00:30:22.6553,-23:47:15.656,A3V,8248.7,5.31,5.19,5.1160000000000005,53.14,HD2696_harps_all-data_v1.dat,HD2696_harps_all-data_v1.csv
HD26990,04:16:16.5221,+07:09:33.777,G0V:,5731.7,8.14,7.51,7.3260000000000005,39.04,HD26990_harps_all-data_v1.dat,HD26990_harps_all-data_v1.csv
HD27063,04:16:30.2413,-00:34:22.093,G3V,5811.7,8.71,8.07,7.891,43.13,HD27063_harps_all-data_v1.dat,HD27063_harps_all-data_v1.csv
HD27371,04:19:47.6038,+15:37:39.515,G9.5IIIabCN0.5,4707.2,4.64,3.65,3.29,44.2,HD27371_harps_all-data_v1.dat,HD27371_harps_all-data_v1.csv
HD273832,05:12:49.1923,-48:31:36.514,G5,5835.6,10.44,9.81,9.701,100.05,HD273832_harps_all-data_v1.dat,HD273832_harps_all-data_v1.csv
HD274255,05:30:14.0042,-42:41:50.378,M0V,4036.3,11.095999999999998,9.706,9.097000000000001,19.15,HD274255_harps_all-data_v1.dat,HD274255_harps_all-data_v1.csv
HD27442A,04:16:29.0292,-59:18:07.761,K2III,4677.0,5.52,4.44,4.064,18.28,HD27442A_harps_all-data_v1.dat,HD27442A_harps_all-data_v1.csv
HD27471,04:18:00.1438,-45:39:03.821,G2/3V,5892.5,8.15,7.54,7.369,57.71,HD27471_harps_all-data_v1.dat,HD27471_harps_all-data_v1.csv
HD27483,04:20:52.7203,+13:51:51.938,DA3+F6V,6503.8,6.603,6.141,6.0329999999999995,47.5,HD27483_harps_all-data_v1.dat,HD27483_harps_all-data_v1.csv
HD27536,04:20:38.6418,-06:14:45.579,K0III,5025.5,7.0360000000000005,6.154,6.067,64.17,HD27536_harps_all-data_v1.dat,HD27536_harps_all-data_v1.csv
HD27631,04:19:45.4693,-41:57:36.951,G3IV/V,5732.5,8.914,8.24,8.085,50.36,HD27631_harps_all-data_v1.dat,HD27631_harps_all-data_v1.csv
HD2768,00:30:48.0639,-56:35:41.995,G5/6V,5565.3,9.79,9.07,8.884,58.7,HD2768_harps_all-data_v1.dat,HD2768_harps_all-data_v1.csv
HD27697,04:22:56.1010,+17:32:33.055,G9.5IIICN0.5,4946.5,4.74,3.76,3.415,52.46,HD27697_harps_all-data_v1.dat,HD27697_harps_all-data_v1.csv
HD27894,04:20:47.0464,-59:24:39.023,K2V,,10.42,9.42,9.066,43.88,HD27894_harps_all-data_v1.dat,HD27894_harps_all-data_v1.csv
HD27935,04:24:43.2256,+04:41:59.839,G8V,5322.0,9.685,8.934,8.721,57.74,HD27935_harps_all-data_v1.dat,HD27935_harps_all-data_v1.csv
HD27947,04:25:00.3251,+11:58:40.535,G0,5922.8,9.05,8.4,8.256,55.26,HD27947_harps_all-data_v1.dat,HD27947_harps_all-data_v1.csv
HD28028,04:24:02.2089,-34:01:00.650,K3.5III,4135.0,5.45,3.96,3.292,83.49,HD28028_harps_all-data_v1.dat,HD28028_harps_all-data_v1.csv
HD28093,04:21:53.3258,-63:23:10.996,G8III,4975.5,6.2,5.24,4.904,113.88,HD28093_harps_all-data_v1.dat,HD28093_harps_all-data_v1.csv
HD28185,04:26:26.3227,-10:33:02.945,G6.5IV-V,5665.0,8.52,7.81,7.627000000000001,39.43,HD28185_harps_all-data_v1.dat,HD28185_harps_all-data_v1.csv
HD28192,04:26:48.8199,-01:43:28.669,G0V,5883.0,8.67,8.07,7.899,49.88,HD28192_harps_all-data_v1.dat,HD28192_harps_all-data_v1.csv
HD28254,04:24:50.7051,-50:37:19.883,G5V,5545.0,8.439,7.684,7.5,55.38,HD28254_harps_all-data_v1.dat,HD28254_harps_all-data_v1.csv
HD28305,04:28:36.9988,+19:10:49.544,G9.5IIICN0.5,4670.8,4.54,3.53,3.159,49.23,HD28305_harps_all-data_v1.dat,HD28305_harps_all-data_v1.csv
HD28307,04:28:34.4960,+15:57:43.849,G9IIIFe-0.5,4987.0,4.78,3.84,3.4930000000000003,46.69,HD28307_harps_all-data_v1.dat,HD28307_harps_all-data_v1.csv
HD2834,00:31:24.9820,-48:48:12.675,A1Va,9278.5,4.79,4.77,4.69,56.13,HD2834_harps_all-data_v1.dat,HD2834_harps_all-data_v1.csv
HD284113,05:03:15.3834,+24:13:24.002,F8,5458.0,11.56,10.84,10.762,227.2,HD284113_harps_all-data_v1.dat,HD284113_harps_all-data_v1.csv
HD285968,04:42:55.7753,+18:57:29.394,M2.5V,,11.49,9.951,9.0,9.47,HD285968_harps_all-data_v1.dat,HD285968_harps_all-data_v1.csv
HD286123,04:55:03.9625,+18:39:16.310,G0,5820.5,10.46,9.85,9.726,131.7,HD286123_harps_all-data_v1.dat,HD286123_harps_all-data_v1.csv
HD28635,04:31:29.3444,+13:54:12.322,F9V,6132.7,8.3,7.746,7.63,49.06,HD28635_harps_all-data_v1.dat,HD28635_harps_all-data_v1.csv
HD28701,04:25:45.8487,-69:59:37.263,G2V,5743.3,8.48,7.87,7.695,44.28,HD28701_harps_all-data_v1.dat,HD28701_harps_all-data_v1.csv
HD28807,04:31:56.9879,-12:37:57.500,F6V,6392.5,7.62,7.16,7.0329999999999995,57.73,HD28807_harps_all-data_v1.dat,HD28807_harps_all-data_v1.csv
HD28821,04:32:21.4722,-05:02:20.417,G3V,5727.0,8.29,7.61,7.44,36.23,HD28821_harps_all-data_v1.dat,HD28821_harps_all-data_v1.csv
HD28969,04:33:28.8592,-07:50:18.983,F7V,,8.61,8.09,7.96,58.74,HD28969_harps_all-data_v1.dat,HD28969_harps_all-data_v1.csv
HD290038,05:11:36.7688,-01:51:20.416,K0,4986.4,10.42,9.55,9.224,46.38,HD290038_harps_all-data_v1.dat,HD290038_harps_all-data_v1.csv
HD290327,05:23:21.5638,-02:16:39.433,G0,5545.8,9.73,8.94,8.804,56.52,HD290327_harps_all-data_v1.dat,HD290327_harps_all-data_v1.csv
HD29137,04:30:11.2186,-67:52:39.178,G5V,,8.39,7.68,7.504,51.91,HD29137_harps_all-data_v1.dat,HD29137_harps_all-data_v1.csv
HD29263,04:35:45.6920,-21:20:23.765,G3V,5836.2,8.81,8.2,8.012,53.95,HD29263_harps_all-data_v1.dat,HD29263_harps_all-data_v1.csv
HD29291,04:35:33.0383,-30:33:44.429,G8+III,4842.5,4.8,3.82,3.466,61.64,HD29291_harps_all-data_v1.dat,HD29291_harps_all-data_v1.csv
HD29391,04:37:36.1323,-02:28:24.778,F0IV,7190.1,5.486000000000001,5.209,5.122000000000001,29.78,HD29391_harps_all-data_v1.dat,HD29391_harps_all-data_v1.csv
HD29399,04:33:33.9494,-62:49:25.237,K1III,4802.7,6.822,5.78,5.483,44.21,HD29399_harps_all-data_v1.dat,HD29399_harps_all-data_v1.csv
HD29428,04:36:15.2521,-39:24:52.182,G3/5V,5757.0,9.66,8.99,8.861,64.06,HD29428_harps_all-data_v1.dat,HD29428_harps_all-data_v1.csv
HD29488,04:39:16.5023,+15:55:04.702,A5Vn,7614.2,4.842,4.665,4.574,49.58,HD29488_harps_all-data_v1.dat,HD29488_harps_all-data_v1.csv
HD29737,04:40:06.8015,-24:28:56.527,G6/8III,4972.2,6.494,5.563,5.28,99.57,HD29737_harps_all-data_v1.dat,HD29737_harps_all-data_v1.csv
HD297396,09:16:48.2792,-49:18:04.847,K0,4558.7,11.33,10.23,9.809,46.32,HD297396_harps_all-data_v1.dat,HD297396_harps_all-data_v1.csv
HD29751,04:34:15.4398,-73:12:31.606,G8III,4958.3,7.77,6.805,6.532,223.66,HD29751_harps_all-data_v1.dat,HD29751_harps_all-data_v1.csv
HD298541,09:32:54.8508,-53:27:34.975,F5,5231.6,10.67,9.94,9.637,,HD298541_harps_all-data_v1.dat,HD298541_harps_all-data_v1.csv
HD298542,09:33:18.1344,-53:27:24.973,F0,4950.1,10.923,9.894,9.459,782.11,HD298542_harps_all-data_v1.dat,HD298542_harps_all-data_v1.csv
HD29875,04:40:33.7130,-41:51:49.507,F2V,6725.2,4.79,4.45,4.312,20.36,HD29875_harps_all-data_v1.dat,HD29875_harps_all-data_v1.csv
HD298936,10:13:14.7723,-52:30:54.000,K3Ve,4928.0,10.81,9.763,9.469,53.35,HD298936_harps_all-data_v1.dat,HD298936_harps_all-data_v1.csv
HD299043,10:21:08.0796,-52:30:19.230,K7,4419.7,11.39,10.26,9.829,42.16,HD299043_harps_all-data_v1.dat,HD299043_harps_all-data_v1.csv
HD29985,04:42:05.2451,-33:55:11.307,K6V,,11.2,10.03,9.472000000000001,31.3,HD29985_harps_all-data_v1.dat,HD29985_harps_all-data_v1.csv
HD299896,09:11:10.0613,-55:01:53.474,K7,4873.5,10.55,9.51,9.241,40.84,HD299896_harps_all-data_v1.dat,HD299896_harps_all-data_v1.csv
HD30053,04:41:19.7147,-52:37:32.858,F7/8V,6001.9,8.68,8.14,8.006,60.56,HD30053_harps_all-data_v1.dat,HD30053_harps_all-data_v1.csv
HD30306,04:39:57.9944,-71:30:20.205,G9V,5535.7,8.51,7.75,7.571000000000001,37.77,HD30306_harps_all-data_v1.dat,HD30306_harps_all-data_v1.csv
HD304043,11:16:00.2045,-57:32:51.571,M3.5,,12.847999999999999,11.515999999999998,10.477,12.67,HD304043_harps_all-data_v1.dat,HD304043_harps_all-data_v1.csv
HD30447,04:46:49.5287,-26:18:08.850,F3V,6709.2,8.25,7.86,7.754,80.54,HD30447_harps_all-data_v1.dat,HD30447_harps_all-data_v1.csv
HD304864,10:01:03.4534,-60:17:35.647,G5,4595.1,8.88,7.68,7.349,1029.44,HD304864_harps_all-data_v1.dat,HD304864_harps_all-data_v1.csv
HD30669,04:48:28.4853,-28:25:09.461,G8/K0V,5386.0,9.93,9.11,8.907,58.18,HD30669_harps_all-data_v1.dat,HD30669_harps_all-data_v1.csv
HD30703,04:47:59.8629,-41:53:32.768,K3V,5095.6,10.15,9.24,,,HD30703_harps_all-data_v1.dat,HD30703_harps_all-data_v1.csv
HD3074A,00:33:43.8080,-35:00:07.489,G0,,7.15,6.57,6.431,33.95,HD3074A_harps_all-data_v1.dat,HD3074A_harps_all-data_v1.csv
HD308353,11:18:15.2831,-62:42:26.696,A,6986.5,12.32,12.48,12.017000000000001,1371.18,HD308353_harps_all-data_v1.dat,HD308353_harps_all-data_v1.csv
HD308357,11:17:29.5512,-62:45:03.742,A0,,11.42,11.2,11.125,1398.21,HD308357_harps_all-data_v1.dat,HD308357_harps_all-data_v1.csv
HD31103,04:51:40.5817,-31:34:02.360,G1V,6060.7,8.67,8.08,7.933,54.64,HD31103_harps_all-data_v1.dat,HD31103_harps_all-data_v1.csv
HD312256,13:04:36.0217,-61:40:17.285,OB,4895.0,10.53,9.83,9.452,,HD312256_harps_all-data_v1.dat,HD312256_harps_all-data_v1.csv
HD31527,04:55:38.3827,-23:14:30.758,G0V,5922.0,8.071,7.484,7.332000000000001,38.49,HD31527_harps_all-data_v1.dat,HD31527_harps_all-data_v1.csv
HD31532,04:51:20.7719,-68:04:10.750,G0V,5916.0,7.43,6.82,6.644,56.13,HD31532_harps_all-data_v1.dat,HD31532_harps_all-data_v1.csv
HD3167,00:34:57.5243,+04:22:53.283,K0V,5292.0,,,8.762,47.35,HD3167_harps_all-data_v1.dat,HD3167_harps_all-data_v1.csv
HD318107,17:39:41.2403,-32:17:57.534,,9050.0,9.38,9.34,9.307,424.75,HD318107_harps_all-data_v1.dat,HD318107_harps_all-data_v1.csv
HD31822,04:58:35.7660,-09:20:03.464,G1V,6001.6,8.5,7.93,7.794,46.35,HD31822_harps_all-data_v1.dat,HD31822_harps_all-data_v1.csv
HD320345,17:39:37.7823,-36:15:41.262,M2,3306.0,11.05,9.33,7.495,,HD320345_harps_all-data_v1.dat,HD320345_harps_all-data_v1.csv
HD3221,00:34:51.2019,-61:54:58.129,K4Ve,4451.8,10.83,9.604,9.101,44.5,HD3221_harps_all-data_v1.dat,HD3221_harps_all-data_v1.csv
HD3229,00:35:32.8335,-00:30:20.198,F5V,6471.0,6.367999999999999,5.936,5.813,57.92,HD3229_harps_all-data_v1.dat,HD3229_harps_all-data_v1.csv
HD323684,17:28:46.0649,-41:39:50.304,K6+Vk:,4175.2,11.78,10.32,9.939,34.45,HD323684_harps_all-data_v1.dat,HD323684_harps_all-data_v1.csv
HD325367,16:03:05.4914,-40:18:25.426,M0,3969.5,11.4,8.5,12.25,157.7,HD325367_harps_all-data_v1.dat,HD325367_harps_all-data_v1.csv
HD32564,05:04:06.2462,-00:38:56.602,G6V,5522.0,9.31,8.6,8.41,48.53,HD32564_harps_all-data_v1.dat,HD32564_harps_all-data_v1.csv
HD32646,05:04:22.3990,-10:08:58.668,K0V,,10.47,9.67,9.46,55.72,HD32646_harps_all-data_v1.dat,HD32646_harps_all-data_v1.csv
HD32724,05:04:47.5644,-11:41:56.505,G2V,5824.0,7.81,7.2,7.035,43.41,HD32724_harps_all-data_v1.dat,HD32724_harps_all-data_v1.csv
HD327692,16:02:11.8995,-44:42:46.848,A0,6546.4,11.39,11.0,10.717,,HD327692_harps_all-data_v1.dat,HD327692_harps_all-data_v1.csv
HD33142,05:07:35.5414,-13:59:11.336,K0III,5039.3,8.905,7.96,7.712999999999999,121.8,HD33142_harps_all-data_v1.dat,HD33142_harps_all-data_v1.csv
HD33473,05:08:29.9162,-41:12:49.327,G3V,,7.4,6.752000000000001,6.57,54.98,HD33473_harps_all-data_v1.dat,HD33473_harps_all-data_v1.csv
HD34642,05:17:29.0892,-34:53:42.744,K1IV,,5.83,4.83,4.484,31.45,HD34642_harps_all-data_v1.dat,HD34642_harps_all-data_v1.csv
HD347929,18:07:24.1177,+19:42:22.909,K0,4594.0,10.18,9.099,9.04,240.22,HD347929_harps_all-data_v1.dat,HD347929_harps_all-data_v1.csv
HD35650,05:24:30.1697,-38:58:10.746,K6V,4175.0,10.365,9.054,8.526,17.48,HD35650_harps_all-data_v1.dat,HD35650_harps_all-data_v1.csv
HD358155,21:01:54.4788,-13:25:59.710,G4+K3,4952.5,11.75,10.79,11.032,223.73,HD358155_harps_all-data_v1.dat,HD358155_harps_all-data_v1.csv
HD36051,05:26:42.6222,-45:02:58.746,F7V,6079.3,8.79,8.22,8.085,54.43,HD36051_harps_all-data_v1.dat,HD36051_harps_all-data_v1.csv
HD36152,05:28:59.1280,-17:25:45.265,G5V,5759.2,8.95,8.27,8.113999999999999,49.41,HD36152_harps_all-data_v1.dat,HD36152_harps_all-data_v1.csv
HD36379,05:30:59.9404,-10:04:51.904,G2V,,7.47,6.91,6.795,41.2,HD36379_harps_all-data_v1.dat,HD36379_harps_all-data_v1.csv
HD37160,05:36:54.3881,+09:17:26.409,G9.5IIIbFe-2.5,,5.04,4.09,3.7110000000000003,34.35,HD37160_harps_all-data_v1.dat,HD37160_harps_all-data_v1.csv
HD37226,05:33:44.3642,-54:54:08.244,F8V,6120.3,6.946000000000001,6.417999999999999,6.271,52.96,HD37226_harps_all-data_v1.dat,HD37226_harps_all-data_v1.csv
HD37572,05:36:56.8530,-47:57:52.884,K0V,5343.0,8.77,7.676,7.542000000000001,24.63,HD37572_harps_all-data_v1.dat,HD37572_harps_all-data_v1.csv
HD37990,05:40:42.8869,-36:35:05.613,F7/8V,6159.0,8.37,7.84,7.702000000000001,52.26,HD37990_harps_all-data_v1.dat,HD37990_harps_all-data_v1.csv
HD38078,05:41:23.4040,-35:42:50.725,G6V,5726.0,9.65,8.97,8.832,58.3,HD38078_harps_all-data_v1.dat,HD38078_harps_all-data_v1.csv
HD3821,00:40:47.4827,-07:13:57.377,G1V+K5V,5821.0,,,,,HD3821_harps_all-data_v1.dat,HD3821_harps_all-data_v1.csv
HD38283,05:37:02.0168,-73:41:57.644,F9.5V,6051.0,7.26,6.696000000000001,6.544,38.1,HD38283_harps_all-data_v1.dat,HD38283_harps_all-data_v1.csv
HD38355,05:42:27.3996,-50:28:29.704,K0V,5298.0,9.86,9.0,8.782,48.87,HD38355_harps_all-data_v1.dat,HD38355_harps_all-data_v1.csv
HD38385,05:43:30.1852,-39:24:24.870,F3V,6809.0,6.6,6.242999999999999,6.149,53.17,HD38385_harps_all-data_v1.dat,HD38385_harps_all-data_v1.csv
HD38459,05:43:26.4569,-47:49:22.710,K1IV-V,5324.0,9.37,8.5,8.292,37.05,HD38459_harps_all-data_v1.dat,HD38459_harps_all-data_v1.csv
HD38467,05:44:39.3593,-29:55:00.017,G3/5V,5733.0,8.94,8.25,8.102,71.81,HD38467_harps_all-data_v1.dat,HD38467_harps_all-data_v1.csv
HD38677,05:47:06.2667,-10:37:48.828,F8V,6088.0,8.55,7.98,7.85,62.65,HD38677_harps_all-data_v1.dat,HD38677_harps_all-data_v1.csv
HD39091,05:37:09.8851,-80:28:08.831,G0V,,6.25,5.67,5.4910000000000005,18.28,HD39091_harps_all-data_v1.dat,HD39091_harps_all-data_v1.csv
HD39427,05:50:27.3699,-43:41:58.725,G6V,5701.0,9.39,8.7,8.552,50.25,HD39427_harps_all-data_v1.dat,HD39427_harps_all-data_v1.csv
HD3964,00:42:09.7773,-03:03:22.970,G5V,5696.1,9.08,8.38,8.227,48.97,HD3964_harps_all-data_v1.dat,HD3964_harps_all-data_v1.csv
HD4021,00:42:36.0556,-16:42:11.594,G5V,5644.5,9.55,8.84,8.684,60.4,HD4021_harps_all-data_v1.dat,HD4021_harps_all-data_v1.csv
HD40293,05:54:31.0481,-55:50:37.827,G6V,5543.5,9.81,9.09,8.908,60.25,HD40293_harps_all-data_v1.dat,HD40293_harps_all-data_v1.csv
HD40483,05:56:54.9616,-44:00:32.295,F6V,6200.0,7.136,6.644,6.513,53.84,HD40483_harps_all-data_v1.dat,HD40483_harps_all-data_v1.csv
HD40657,06:00:03.3497,-03:04:27.334,K1.5III-IIIbCN-1,4316.7,5.74,4.52,4.042,88.52,HD40657_harps_all-data_v1.dat,HD40657_harps_all-data_v1.csv
HD40808,05:59:08.8051,-42:48:54.482,G8/K1II,4624.0,5.1,3.96,3.5589999999999997,136.73,HD40808_harps_all-data_v1.dat,HD40808_harps_all-data_v1.csv
HD41047,06:01:16.2976,-33:54:42.602,K5III,3920.0,7.102,5.524,4.842,194.32,HD41047_harps_all-data_v1.dat,HD41047_harps_all-data_v1.csv
HD41071,06:00:41.2987,-44:53:50.106,G8V,5561.5,9.81,9.07,8.894,54.39,HD41071_harps_all-data_v1.dat,HD41071_harps_all-data_v1.csv
HD41076,06:03:24.7689,+11:40:51.842,A0Vs,9438.0,6.047000000000001,6.075,6.061,143.14,HD41076_harps_all-data_v1.dat,HD41076_harps_all-data_v1.csv
HD41087,06:01:10.4088,-38:16:25.245,G6V,5548.8,9.73,9.01,8.843,53.66,HD41087_harps_all-data_v1.dat,HD41087_harps_all-data_v1.csv
HD41245,06:02:06.3639,-38:59:21.582,G8IV,4890.0,7.79,6.83,6.54,134.88,HD41245_harps_all-data_v1.dat,HD41245_harps_all-data_v1.csv
HD41248,06:00:32.7815,-56:09:42.597,G2V,5824.0,9.42,8.81,8.66,55.54,HD41248_harps_all-data_v1.dat,HD41248_harps_all-data_v1.csv
HD41291,06:02:52.5936,-30:24:28.808,G3V,5753.0,9.76,9.05,8.907,75.43,HD41291_harps_all-data_v1.dat,HD41291_harps_all-data_v1.csv
HD41323,06:02:14.6713,-44:00:33.512,G3/5V,,9.35,8.71,8.562999999999999,53.18,HD41323_harps_all-data_v1.dat,HD41323_harps_all-data_v1.csv
HD41511,06:04:59.1294,-16:29:03.968,A3+K/M,5523.7,5.17,4.93,4.6080000000000005,222.29,HD41511_harps_all-data_v1.dat,HD41511_harps_all-data_v1.csv
HD41695,06:06:09.3237,-14:56:06.912,A0V,8831.0,4.707,4.663,4.603,49.53,HD41695_harps_all-data_v1.dat,HD41695_harps_all-data_v1.csv
HD41742,06:04:40.1020,-45:04:44.146,F5.5V+K4.5Vk:,,,,,,HD41742_harps_all-data_v1.dat,HD41742_harps_all-data_v1.csv
HD41842,06:06:16.6152,-27:54:20.982,K1V,5041.6,9.86,8.98,8.683,35.74,HD41842_harps_all-data_v1.dat,HD41842_harps_all-data_v1.csv
HD4211,00:44:12.0987,-38:25:18.062,K1III,,7.06,5.96,5.553999999999999,98.35,HD4211_harps_all-data_v1.dat,HD4211_harps_all-data_v1.csv
HD42269,05:58:58.9542,-78:16:55.515,K1/2V,4954.8,10.96,9.93,9.685,50.64,HD42269_harps_all-data_v1.dat,HD42269_harps_all-data_v1.csv
HD42270,05:53:29.3170,-81:56:53.185,K0V,,9.85,9.154,8.894,58.94,HD42270_harps_all-data_v1.dat,HD42270_harps_all-data_v1.csv
HD42538,06:08:13.6214,-53:16:58.001,F7V,5889.8,8.79,8.18,8.052,94.77,HD42538_harps_all-data_v1.dat,HD42538_harps_all-data_v1.csv
