#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-29T05:47:47 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5db7d26d1df0	
#INFO	-out.max=unlimited	
#INFO	queryParameters=11	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/558/A53&tab:{J/A+A/558/A53/notes}&key:source=J/A+A/558/A53/notes&HTTPPRM:&
#-source=J/A+A/558/A53/notes
#-order=I
#-out=MWSC
#-out=Name
#-out=flag
#-out=Type
#-out=n_Type
#-out=Note
#

#RESOURCE=yCat_35580053
#Name: J/A+A/558/A53
#Title: Milky Way global survey of star clusters. II. (Kharchenko+, 2013)
#Table	J_A_A_558_A53_notes:
#Name: J/A+A/558/A53/notes
#Title: Notes to MWSC objects
#Column	MWSC	(A4)	[1/3784] MWSC sequential number	[ucd=meta.record]
#Column	Name	(a17)	NGC, IC or other common designation	[ucd=meta.id]
#Column	flag	(A1)	[&:=-] Flag of confirmation/no confirmation (G5)	[ucd=meta.code.error]
#Column	Type	(A1)	[agmnrs] Object type (G1)	[ucd=src.class]
#Column	n_Type	(A1)	[oc] object/candidate	[ucd=meta.note]
#Column	Note	(a52)	Text of note	[ucd=meta.note]
MWSC	Name	flag	Type	n_Type	Note
2285	NGC_5897         	=	g	o	PMs in center are poor/absent due to crowding.
2286	NGC_5904         	=	g	o	M_5; PMs in center are poor/absent due to crowding.
2287	DBSB_93          	=	 	 	Strong and variable reddening; sparse; center is
2287	DBSB_            	 	 	 	shifted to 15.3145h,-56.660d; there are HII clouds:
2287	DBSB_            	 	 	 	GAL 322.2+00.6,  GAL 322.16+00.62, RCW 92B.
2288	ASCC_79          	=	 	 	Nearby; sparse; center is shifted to 15.3110h,
2288	ASCC_            	 	 	 	-60.630d.
2289	FSR_1698         	=	 	 	
2290	ASCC_80          	=	 	 	Reddening and age have been changed compared to
2290	ASCC_            	 	 	 	COCD.
2291	FSR_1728         	=	 	 	
2292	FSR_1693         	=	 	 	
2293	NGC_5925         	=	 	 	Center is shifted to 15.4595h,-54.517d.
2294	ESO_329-02       	=	r	o	Dias: non-existent NGC/not found in DSS; NKh: old
2294	ESO_3            	 	 	 	remnant.
2295	NGC_5927         	=	g	o	PMs in center are poor/absent due to crowding.
2296	FSR_1701         	=	r	c	Poor RDP; center is shifted to 15.4740h,-56.997d.
2297	DBSB_141         	=	 	 	Strong and variable reddening.
2298	Alessi_8         	=	a	c	B-association; 5 brightest members are B-stars;
2298	Aless            	 	 	 	nearby; sparse.
2299	ESO_099-06       	=	r	o	Sparse.
2300	DBSB_142         	:	 	 	Shows weak spatial concentration, but neither clear
2300	DBSB_            	 	 	 	RDP, MED, nor CMD.
2301	DBSB_143         	:	 	 	Shows weak spatial concentration, but neither clear
2301	DBSB_            	 	 	 	RDP, MED, nor CMD.
2302	Lynga_4          	=	 	 	
2303	Loden_2159       	=	 	 	Overlaps with Loden_2158.
2304	Harvard_9        	=	 	 	
2305	Loden_2158       	=	 	 	Overlaps with Loden_2159.
2306	NGC_5946         	=	g	o	PMs in center are poor/absent due to crowding.
2307	FSR_1700         	=	 	 	
2308	vdBergh-Hagen_176	=	g	o	ESO 224-8; center is shifted to 15.6515h,-50.051d
2308	vdBer            	 	 	 	(in accordance of star overdensity in 2MASS);
2308	vdBer            	 	 	 	Fe/H=-0.1, d=15 kpc (Davoust et al. 2011, A&A, 528,
2308	vdBer            	 	 	 	A70); PMs are poor/absent due to crowding.
2309	Loden_2313       	=	 	 	Sparse; PMs in center are poor/absent due to
2309	Loden            	 	 	 	crowding; center is shifted to 15.6825h,-52.460d.
2310	Lynga_5          	=	 	 	
2311	FSR_1703         	=	 	 	Center is shifted to 15.6995h,-54.980d.
2312	DBSB_94          	=	 	 	Strong and variable reddening; sparse; there is HII
2312	DBSB_            	 	 	 	cloud GRS 326.44 +00.91.
2313	Loden_2326       	=	 	 	Sparse; distance and reddening have been changed
2313	Loden            	 	 	 	compared to Dias.
2314	DBSB_95          	&	 	 	Part of DBSB_96.
2315	DBSB_96          	:	 	 	Shows weak spatial concentration, but neither clear
2315	DBSB_            	 	 	 	RDP, nor MED.
2316	DBSB_97          	:	 	 	Shows spatial concentration, but neither clear
2316	DBSB_            	 	 	 	CMD, nor MED.
2317	NGC_5986         	=	g	o	PMs in center are poor/absent due to crowding.
2318	Johansson_1      	=	 	 	Nearby; sparse.
2319	ASCC_81          	=	 	 	Nearby; sparse; age has been changed compared to
2319	ASCC_            	 	 	 	COCD.
2320	ASCC_82          	=	 	 	Nearby; sparse; center is shifted to 15.7840h,
2320	ASCC_            	 	 	 	-64.412d.
2321	FSR_1715         	=	 	 	
2322	FSR_1714         	=	 	 	
2323	NGC_5998         	=	r	o	Dias: non-existent NGC/not found in DSS; NKh: old
2323	NGC_5            	 	 	 	remnant; center is shifted to 15.8261h,-28.583d.
2324	Collinder_292    	=	 	 	Sparse; center is shifted to 15.8340h,-57.638d;
2324	Colli            	 	 	 	distance and reddening have been changed compared to
2324	Colli            	 	 	 	COCD.
2325	ASCC_83          	=	 	 	
2326	NGC_5999         	=	 	 	
2327	DBSB_146         	:	n	o	Shows weak spatial concentration, but neither clear
2327	DBSB_            	 	 	 	RDP, MED, nor CMD .
2328	FSR_1719         	=	 	 	
2329	DBSB_149         	=	n	o	Includes HII region [GMB2007b] J155406.2-531137.
2330	DBSB_147         	:	n	o	Shows weak spatial concentration, but neither clear
2330	DBSB_            	 	 	 	RDP, CMD, nor MED.
2331	DBSB_148         	:	n	o	Shows weak spatial concentration, but neither clear
2331	DBSB_            	 	 	 	RDP, CMD, nor MED.
2332	FSR_1712         	=	 	 	Sparse; variable reddening.
2333	ASCC_84          	=	 	 	Nearby; sparse.
2334	ESO_275-01       	&	 	 	Coincides with FSR_1723.
2335	FSR_1723         	=	 	 	PMs in center are poor/absent due to crowding.
2336	NGC_6005         	=	 	 	AH: Probably not a cluster; PMs are poor/absent due
2336	NGC_6            	 	 	 	to crowding; center is shifted to 15.9330h,-57.440d.
2337	Ruprecht_113     	=	 	 	Nearby; sparse.
2338	FSR_1709         	=	 	 	Central part of Nor_OB1.
2339	ESO_389-05       	=	 	 	PMs in center are poor/absent due to crowding.
2340	Nor_OB1          	&	 	 	Includes FSR_1709.
2341	DBSB_150         	:	 	 	Shows weak spatial concentration, but neither clear
2341	DBSB_            	 	 	 	CMD, RDP, nor MED.
2342	DBSB_98          	:	n	o	Stars/PMs in center are poor/absent due to crowding;
2342	DBSB_            	 	 	 	shows neither clear RDP, CMD, nor MED.
2343	Trumpler_23      	=	 	 	PMs in center are poor/absent due to crowding.
2344	DBSB_152         	:	 	 	Shows weak spatial concentration, but neither clear
2344	DBSB_            	 	 	 	CMD, RDP, nor MED.
2345	DBSB_151         	:	n	o	Shows weak spatial concentration, but neither clear
2345	DBSB_            	 	 	 	RDP, CMD, nor MED.
2346	Moffat_1         	=	 	 	PMs are poor/absent due to crowding; RDP is
2346	Moffa            	 	 	 	deformed.
2347	NGC_6025         	=	a	c	B-association; 7 brightest members are B-stars;
2347	NGC_6            	 	 	 	center is shifted to 16.0545h,-60.400d.
2348	Lynga_6          	=	 	 	
2349	Dolidze_50       	=	r	o	Dias: asterism; NKh: old cluster; it is seen through
2349	Dolid            	 	 	 	rho Oph DarkCloud; center is shifted to
2349	Dolid            	 	 	 	16.0935h,-20.485d.
2350	Ruprecht_114     	=	r	c	Sparse; poor RDP.
2351	DBSB_159         	=	 	 	Strong and variable reddenin.
2352	NGC_6031         	=	 	 	Center is shifted to 16.1275h,-54.018d.
2353	DBSB_153         	=	n	o	Strong reddening; PMs in center are poor/absent due
2353	DBSB_            	 	 	 	to crowding; includes HII regions IRAS_16037-5223
2353	DBSB_            	 	 	 	and GAL_330.31-00.39.
2354	FSR_1736         	=	 	 	
2355	DBSB_154         	=	n	o	There is HII region GAL_330.68-00.40; distance has
2355	DBSB_            	 	 	 	been strongly changed compared to Dias.
2356	DBSB_155         	=	n	o	There is HII region GAL_330.86-00.37; distance has
2356	DBSB_            	 	 	 	been strongly changed compared to Dias; PMs in
2356	DBSB_            	 	 	 	center are poor/absent due to crowding.
2357	DBSB_101         	=	a	o	Central part of Nor_OB5.
2358	FSR_1675         	=	r	c	
2359	FSR_1716         	=	 	 	
2360	Nor_OB5          	&	a	o	Sparse; central cluster is DBSB_101.
2361	Lynga_7          	=	g	o	vdBergh-Hagen_184; coordinates as in DeepSB:
2361	Lynga            	 	 	 	16.1842h,-55.314d; parameters have been strongly
2361	Lynga            	 	 	 	changed compared to COCD.
2362	Palomar_14       	:	g	o	There are a few PM-stars without any CMD.
2363	DBSB_158         	=	 	 	
2364	DBSB_145         	&	 	 	Part of DBSB_144.
2365	DBSB_144         	=	 	 	Strong and variable reddening; poor RDP.
2366	DBSB_156         	=	 	 	Strong and variable reddening; PMs in center are
2366	DBSB_            	 	 	 	poor/absent due to crowding.
2367	DBSB_157         	=	 	 	Strong and variable reddening.
2368	Ruprecht_115     	=	 	 	Center is shifted to 16.2160h.-52.427d; age has been
2368	Rupre            	 	 	 	strongly changed compared to Dias.
2369	DBSB_99          	=	 	 	
2370	NGC_6067         	=	 	 	
2371	Pismis_22        	=	 	 	Strong and variable reddening; parameters have been
2371	Pismi            	 	 	 	strongly changed compared to Dias.
2372	Sco_OB2          	:	a	o	Large multicenter association, pipeline is not
2372	Sco_O            	 	 	 	applicable.
2373	Ruprecht_176     	=	 	 	
2374	DBSB_102         	=	 	 	
2375	DBSB_160         	&	 	 	Part of DBSB_161.
2376	NGC_6093         	=	g	o	M_80; PMs in center are poor/absent due to
2376	NGC_6            	 	 	 	crowding.
2377	DBSB_161         	=	 	 	Strong and variable reddening; PMs in center
2377	DBSB_            	 	 	 	are poor/absent due to crowding; poor RDP.
2378	FSR_1749         	=	r	c	
2379	FSR_1737         	=	 	 	PMs in center are poor/absent due to crowding;
2379	FSR_1            	 	 	 	center is shifted to 16.3063h,-40.220d.
2380	DBSB_163         	=	 	 	Strong and variable reddening.
2381	Harvard_10       	=	a	c	Collinder_299; B-association; 5 brightest members
2381	Harva            	 	 	 	are B-stars.
2382	NGC_6087         	=	a	c	B-association; the brightest members are F8/G0Ib,
2382	NGC_6            	 	 	 	G6Ib/II, 6 B-stars, 2 A0-stars; nearby; sparse.
2383	FSR_1734         	=	 	 	
2384	R_103            	:	a	o	Multicenter association, pipeline is not applicable.
2385	DBSB_164         	=	 	 	
2386	Lynga_8          	=	 	 	
2387	DBSB_100         	=	 	 	Strong and variable reddening; PMs in center
2387	DBSB_            	 	 	 	are poor/absent due to crowding; poor RDP.
2388	DBSB_162         	=	 	 	Strong and variable reddening; poor RDP.
2389	Lynga_9          	=	 	 	
2390	DBSB_166         	=	 	 	Strong and variable reddening; poor RDP.
2391	DBSB_165         	:	 	 	Shows weak spatial concentration, but neither clear
2391	DBSB_            	 	 	 	RDP, MED, nor CMD.
2392	G_333.6-0.2      	:	 	 	Shows weak spatial concentration, but neither clear
2392	G_333            	 	 	 	RDP, MED, nor CMD.
2393	Ruprecht_116     	=	 	 	Overlaps with Ruprecht_117 and Ruprecht_118.
2394	DBSB_167         	=	 	 	
2395	Ruprecht_117     	=	 	 	Overlaps with Ruprecht_116 and Ruprecht_118.
2396	NGC_6121         	=	g	o	M_4; PMs in center are poor/absent due to crowding.
2397	Grasdalen_1      	=	n	o	It is seen through rho Oph DarkCloud sparse; center
2397	Grasd            	 	 	 	is shifted to 16.3945h,-24.455d.
2398	FSR_1751         	=	 	 	
2399	Pismis_23        	=	 	 	
2400	ESO_226-06       	=	 	 	
2401	ESO_137-23       	=	r	o	Sparse.
2402	Ruprecht_118     	=	 	 	Center is shifted to 16.4120h,-51.940d; overlaps
2402	Rupre            	 	 	 	with Ruprecht_116 and Ruprecht_117.
2403	NGC_6124         	=	 	 	Nearby; sparse.
2404	NGC_6101         	=	g	o	PMs in center are poor/absent due to crowding.
2405	Collinder_302    	:	m	o	Antares cluster; Moving group - pipeline is not
2405	Colli            	 	 	 	applicable.
2406	rho Oph DarkCloud	&	 	 	Duplicated by 2408_rho Oph DarkCloud.
2407	Rho_Oph          	:	n	o	Heavely reddened; not seen in 2MAst; shows weak
2407	Rho_O            	 	 	 	spatial concentration, but neither clearRDP, MED,
2407	Rho_O            	 	 	 	nor CMD; PMs in center are poor/absent due to
2407	Rho_O            	 	 	 	crowding.
2408	rho Oph DarkCloud	&	 	 	Duplicated by 2406_rho Oph DarkCloud.
2409	NGC_6144         	=	g	o	PMs in center are poor/absent due to  crowding.
2410	Dol-Dzim_5       	:	s	c	
2411	NGC_6139         	=	g	o	PMs in center are poor/absent due to crowding.
2412	NGC_6134         	=	 	 	Age has been strongly changed compared to COCD; now
2412	NGC_6            	 	 	 	age is closer to data of Loktin et al.; overlaps
2412	NGC_6            	 	 	 	with Hogg_19.
2413	Ruprecht_119     	=	 	 	Age has been strongly changed compared to COCD.
2414	Terzan_3         	=	g	o	ESO_390-6; PMs in center are poor/absent due to
2414	Terza            	 	 	 	crowding.
2415	Hogg_19          	=	 	 	Parameters have been changed compared to Dias;
2415	Hogg_            	 	 	 	overlaps with NGC_6134.
2416	DBSB_170         	=	 	 	Strong and variable reddening.
2417	FSR_1761         	=	r	o	
2418	Patchick_94      	=	 	 	
2419	FSR_1727         	=	 	 	
2420	FSR_1725         	=	 	 	
2421	FSR_1772         	=	r	o	Sparse; looks like as hole in clouds.
2422	NGC_6171         	=	g	o	M_107; PMs in center are poor/absent due to
2422	NGC_6            	 	 	 	crowding.
2423	NGC_6152         	=	 	 	
2424	NGC_6169         	=	 	 	PMs near bright pulsating variable star mu_Nor
2424	NGC_6            	 	 	 	(B0Ia, K=4.612) are poor/absent due to crowding;
2424	NGC_6            	 	 	 	poor RDP; center is shifted to 16.5685h,-44.016d.
2425	NGC_6167         	=	 	 	
2426	Ruprecht_120     	=	 	 	Parameters have been changed compared to Dias.
2427	Collinder_307    	=	 	 	Parameters have been strongly changed compared to
2427	Colli            	 	 	 	WEBDA (Carraro G., et al. 2006, MNRAS 368, 1078).
2428	NGC_6178         	=	 	 	
2429	Dolidze_27       	=	r	o	Sparse.
2430	FSR_1748         	=	r	c	
2431	DBSB_168         	:	 	 	Shows weak spatial concentration, but neither clear
2431	DBSB_            	 	 	 	RDP, MED, nor CMD.
2432	FSR_1718         	=	 	 	
2433	Lynga_11         	=	 	 	Center is shifted to 16.6355h,-46.295d.
2434	DBSB_171         	=	 	 	Strong and variable reddening.
2435	DBSB_169         	=	 	 	Strong and variable reddening.
2436	1636-283         	=	g	o	C_1636-283, ESO_452-SC11.
2437	DBSB_103         	=	n	o	At the edge of HII region GUM_53; strong and
2437	DBSB_            	 	 	 	variable reddening; stars/PMs are poor/absent due to
2437	DBSB_            	 	 	 	crowding; overlaps with corona of NGC_6193.
2438	RCW_108          	:	n	o	In HII region GUM_53; strong reddening; shows
2438	RCW_1            	 	 	 	weak spatial concentration, but neither clear MED,
2438	RCW_1            	 	 	 	RDP, nor CMD; stars/PMs are poor/absent due to
2438	RCW_1            	 	 	 	crowding.
2439	DBSB_173         	=	n	o	In HII region GRS_338.90+00.60; strong and variable
2439	DBSB_            	 	 	 	reddening.
2440	NGC_6192         	=	 	 	
2441	ESO_277-04       	=	 	 	
2442	FSR_0010         	=	 	 	
2443	DBSB_172         	:	 	 	Shows weak spatial concentration, but neither clear
2443	DBSB_            	 	 	 	RDP, MED, nor CMD.
2444	NGC_6193         	=	 	 	Corona overlaps with DBSB_103 and HII region GUM_53.
2445	NGC_6205         	=	g	o	M_13; PMs in center are poor/absent due to crowding.
2446	Ruprecht_121     	=	 	 	
2447	Ara_OB1A         	:	a	o	Large multicenter association, pipeline is not
2447	Ara_O            	 	 	 	applicable.
2448	DBSB_105         	:	 	 	Shows weak spatial concentration, but neither clear
2448	DBSB_            	 	 	 	RDP, MED, nor CMD.
2449	Ara_OB1B         	:	a	o	Large multicenter association, pipeline is not
2449	Ara_O            	 	 	 	applicable.
2450	NGC_6200         	=	 	 	Overlaps with Hogg_20; 3 brightest members are B5,
2450	NGC_6            	 	 	 	B 0.5III, B3 II.
2451	Hogg_20          	=	 	 	Center is shifted to 16.7425h,-47.655d; overlaps
2451	Hogg_            	 	 	 	with Hogg_21 and NGC_6200.
2452	FSR_1713         	=	r	c	Sparse.
2453	FSR_1692         	=	r	o	
2454	Dol-Dzim_6       	=	r	o	
2455	Hogg_21          	=	 	 	Overlaps with Hogg_20.
2456	Lynga_12         	=	 	 	Age has been strongly changed compared to Dias.
2457	NGC_6204         	=	 	 	Screens Hogg_22; the brightest members are B0 III,
2457	NGC_6            	 	 	 	B9III.
2458	vdBergh-Hagen_197	=	 	 	Screens Westerlund_1; PMs in center are poor/absent
2458	vdBer            	 	 	 	due to crowding.
2459	Hogg_22          	=	 	 	It is seen through NGC_6204; the brightest members
2459	Hogg_            	 	 	 	are O6.5 Ia, B0 III.
2460	NGC_6229         	=	g	o	PMs in center are poor/absent due to crowding.
2461	Westerlund_1     	=	n	o	It is seen through vdBergh-Hagen_197; strong and
2461	Weste            	 	 	 	variable reddening; stars/PMs are poor/absent due to
2461	Weste            	 	 	 	crowding.
2462	ESO_518-03       	=	 	 	
2463	DBSB_109         	:	 	 	Shows weak spatial concentration, but neither clear
2463	DBSB_            	 	 	 	RDP, MED, nor CMD.
2464	NGC_6218         	=	g	o	M_12; PMs in center are poor/absent due to crowding.
2465	ASCC_85          	=	 	 	Center is shifted to 16.7970h,-45.490d; nearby;
2465	ASCC_            	 	 	 	sparse; screens DBSB_174.
2466	DBSB_174         	=	 	 	It is seen through ASCC_85.
2467	ESO_137-43       	=	r	o	Dias: non-existent NGC/not found in DSS; NKh: old
2467	ESO_1            	 	 	 	remnant.
2468	Lynga_13         	=	 	 	
2469	NGC_6216         	=	 	 	Reddening and age have been strongly changed
2469	NGC_6            	 	 	 	compared to Dias; overlaps with NGC_6222.
2470	NGC_6208         	=	 	 	Nearby; sparse.
2471	vdBergh-Hagen_200	=	 	 	
2472	NGC_6222         	=	 	 	Dias: asterism; NKh: young cluster; center is
2472	NGC_6            	 	 	 	shifted to 16.8410h,-44.730d; overlaps with
2472	NGC_6            	 	 	 	NGC_6216.
2473	FSR_1746         	=	 	 	
2474	FSR_1744         	=	 	 	Center is shifted to 16.8590h,-42.393d.
2475	FSR_1756         	=	 	 	
2476	FSR_1735         	=	g	o	PMs in center are poor/absent due to crowding; error
2476	FSR_1            	 	 	 	of mean PMs is very large; looks like as hole in
2476	FSR_1            	 	 	 	clouds.
2477	FSR 1735         	&	 	 	Duplicated by 2476_FSR_1735.
2478	DBSB_175         	=	 	 	
2479	NGC_6235         	=	g	o	PMs in center are poor/absent due to crowding.
2480	Sco_OB1          	:	a	o	Multicenter association, pipeline is not applicable.
2481	NGC_6231         	=	a	c	Central part of association Sco_OB1; 12 brightest
2481	NGC_6            	 	 	 	members are OB-stars; star WC7+O5 is the most
2481	NGC_6            	 	 	 	probably PM-member.
2482	DBSB_106         	=	 	 	Strong and variable reddening; there are a few HII
2482	DBSB_            	 	 	 	clouds.
2483	ESO_332-08       	=	a	c	7 brightest members are B-stars; overlaps with
2483	ESO_3            	 	 	 	vdBergh-Hagen_202; part of association Trumpler_24.
2484	Lynga_14         	=	 	 	
2485	FSR_1732         	=	 	 	
2486	vdBergh-Hagen_202	=	a	c	Overlaps with ESO_332-08; part of association
2486	vdBer            	 	 	 	Trumpler_24.
2487	Collinder_316    	&	 	 	Dias: part of ass.; AH: Large group of bright stars
2487	Colli            	 	 	 	(diam. 105'), superposed on Trumpler_24.
2488	NGC_6242         	=	a	c	6 brightest members are B-stars.
2489	FSR_0014         	=	 	 	
2490	ESO_332-11       	=	a	c	Overlaps with vdBergh-Hagen_205; part of association
2490	ESO_3            	 	 	 	Trumpler_24.
2491	vdBergh-Hagen_205	=	a	c	Overlaps with ESO_332-11 and ESO_332-13; part of
2491	vdBer            	 	 	 	association Trumpler_24.
2492	FSR_1729         	=	r	c	Sparse.
2493	DBSB_110         	:	 	 	Shows weak spatial concentration, but neither clear
2493	DBSB_            	 	 	 	RDP, MED, nor CMD.
2494	ESO_332-13       	=	 	 	It is seen through association Trumpler_24.
2495	DBSB_111         	:	 	 	Shows weak spatial concentration, but neither clear
2495	DBSB_            	 	 	 	RDP, MED, nor CMD.
2496	DBSB_112         	:	 	 	Shows weak spatial concentration, but neither clear
2496	DBSB_            	 	 	 	RDP, MED, nor CMD.
2497	Trumpler_24      	:	a	o	Multicenter association, pipeline is not applicable.
2498	NGC_6254         	=	g	o	M_10; PMs in center are poor/absent due to crowding.
2499	NGC_6249         	=	 	 	Age has been changed compared to COCD.
2500	NGC_6250         	=	n	o	Strong and variable reddening; nebula VdBH 76.
2501	FSR_1763         	=	r	o	Strong and variable reddening.
2502	NGC_6253         	=	 	 	
2503	DBSB_114         	:	n	o	HII region GAL_345.31+01.47; PMs in center are
2503	DBSB_            	 	 	 	poor/absent due to crowding; shows spatial
2503	DBSB_            	 	 	 	concentration, but neither clear RDP, MED, nor CMD.
2504	DBSB_115         	=	 	 	Strong and variable reddening; PMs in center are
2504	DBSB_            	 	 	 	poor/absent due to crowding.
2505	DBSB_176         	=	 	 	Strong and variable reddening; PMs in center are
2505	DBSB_            	 	 	 	poor/absent due to crowding.
2506	NGC_6256         	=	g	o	PMs in center are poor/absent due to crowding.
