TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr).1,Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
233576872,233576872.01,,,,,,,,,PC,,12.2101,0.006999999999999999,282.466874,64.527576,0.604,0.039,7.779,0.045,2458683.603,,1.5177,,2.887552,,2656.0,,3.3089999999999997,,,,,,,,,,7.79,,,,,,,,,,,,,,,,,,,,546.22,6.5520000000000005,5893.0,122.955,4.18535,0.0722966,1.38373,0.06545720000000001,2020-04-01 15:11:51,kruse,,18582,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
233629963,233629963.01,,,,,,,,,PC,,12.9743,0.006999999999999999,284.554686,64.489039,-25.908,0.035,-1.555,0.037000000000000005,2458684.9715,,1.5907,,2.177998,,2004.0,,3.4096,,,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,143.658,0.35,3910.0,157.0,4.66582,0.0103435,0.5827829999999999,0.0172072,2020-04-01 15:11:51,kruse,,18582,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
233714939,233714939.01,,,,,,,,,PC,,12.6501,0.006999999999999999,276.257878,65.480991,-8.502,0.047,-15.032,0.040999999999999995,2458684.8542,,2.2,,1.505874,,1386.0,,2.8197,,,,,,,,,,4.96,,,,,,,,,,,,,,,,,,,,650.2080000000001,9.355,6267.0,130.38,4.35134,0.0874669,1.22051,0.058869399999999995,2020-04-01 15:11:51,kruse,,18582,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
233733562,233733562.01,,,,,,,,,PC,,12.2946,0.006,277.50556800000004,64.07725500000001,-2.653,0.053,27.467,0.045,2458683.838175,0.000192,0.868015,3e-06,0.393868,0.011509,362.7,10.6,1.381,0.016,,,0.428,0.11699999999999999,,,,,1.5630000000000002,0.114,,,1674.3,,1630.0,,,,0.016909999999999998,,,,,,,,,,272.644,1.983,5350.0,124.081,4.61278,0.078074,0.7865270000000001,0.0440954,2022-02-05 10:10:37,spencer,,107741,From 11 Cycle 2 SPOC sectors; possible USP planet; slightly V-shaped
233744223,233744223.01,,,,,,,,,PC,,11.7661,0.006999999999999999,278.418977,64.755147,2.282,0.053,7.292999999999999,0.048,2458700.2406,,44.5624,,15.429947,,14111.0,,5.902,,,,,,,,,,24.52,,,,,,,,,,,,,,,,,,,,620.192,12.2665,5962.0,119.541,3.92233,0.0763331,1.8905299999999998,0.0911686,2020-04-01 15:11:51,kruse,,18582,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
233823679,233823679.01,4478.01,,,,,,,,PC,,11.4682,0.006,303.54918100000003,54.694405,10.307,0.04,27.092,0.040999999999999995,2458713.577084,,2.758491,,5.514865,,5066.5,,3.4197999999999995,,,,0.84,,0.07595,,,,9.163870693514747,,,,,,,,,,,,,,,,,,,,296.293,1.9225,5774.0,174.227,4.32015,0.08036,1.1652799999999999,0.0589548,2021-02-08 16:07:01,olmschenk,,94019,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
233961334,233961334.01,,,,,,,,,PC,,10.5873,0.006,31.839392999999998,-60.583833,24.355999999999998,0.048,-13.295,0.039,2458354.6175,0.0024,1.15265,9e-05,1.2286629999999998,,1131.0,,0.085,0.006999999999999999,47.63,5.4,0.99,0.04,0.043,0.026000000000000002,1.46,0.21,10.81,7.12,,,,,,,0.04,0.02,,,,,,,,,,,380.81300000000005,3.5980000000000003,5499.0,135.645,3.6959699999999995,0.08371239999999999,2.30241,0.128,2020-08-10 07:20:18,montalto,,29352,"new CTOI, Montalto et al. (2020)"
234037942,234037942.01,,,,,,,,,PC,,10.8634,0.006,100.87219,1.568491,85.569,0.096,35.489000000000004,0.085,2458474.14,,8.06,,0.011389,,10.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.97299999999998,1.6145,5435.37,140.839,4.58903,0.0863233,0.8183159999999999,0.0518744,2021-07-10 14:22:37,chiarello,,98280,"Possible two planets Camera 1, CCD 2, Column 1371, Row 1445, Sector 6"
234117841,234117841.01,,,,,,,,,PC,,10.3965,0.006,101.25128199999999,2.7013,6.334,0.10300000000000001,-26.289,0.09,2458478.94,,5.45,,0.154848,,142.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.454,0.941,5521.0,120.322,4.62774,0.0793177,0.7916810000000001,0.0405301,2021-07-10 14:35:12,chiarello,,98281,"Camera 1, CCD 2, Column 1431, Row 1643, Sector 6, Possible two planets considering the lightcurve"
234284556,234284556.01,,,,,,,,,PC,,11.8868,0.008,335.6659,-63.057562,56.781000000000006,0.063,-89.977,0.081,2457000.6558575863,,1.106496,0.003543,5.739783,0.493036,5272.58612,454.0,1.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3364,0.09555,3249.0,157.0,4.8014,0.00512363,0.427784,0.0128333,2020-09-14 01:47:21,palumbo,,35824,Planet Candidate
234299676,234299676.01,,,,,,,,,PC,,13.6549,0.006999999999999999,358.61220699999996,-61.817935999999996,61.122,0.06,35.464,0.063,2458329.840524586,0.05835371435580325,6.8449382561651735,0.10787931693261664,5.5390239999999995,0.350177,5088.638613130947,322.47254668542234,1.4100435103154796,,,,0.7169057724536253,0.0424284725636672,0.08208623168682225,0.004122494117585528,28.421942635938034,1.7866227530857886,3.445461074407425,0.1730362415198401,,,,,,,,,0.05084776054341869,0.0031963250047327874,,,,,,,,,94.5904,0.3491,3421.0,157.0,4.84072,0.00256071,0.38481,0.0116071,2021-04-06 14:54:11,feliz,,95993,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
234347951,234347951.01,,,,,,,,,PC,,10.4416,0.006,39.106486,-70.970554,33.26,0.043,8.788,0.039,2458331.3753,,,,1295.00002,,696610.887165069,,5.13333333333333,,,,,,,,,,101.896853065797,,,,,,,,,,,,,,,,,,,,307.54,2.2545,5991.0,133.102,4.01662,0.0782297,1.7038,0.078784,2019-06-06 03:40:31,lipponen,,3787,sector1
234347951,234347951.02,,,,,,,,,PC,,10.4416,0.006,39.106486,-70.970554,33.26,0.043,8.788,0.039,2458336.317,,,,2107.802671,,856491.0683131671,,7.4666666666666694,,,,,,,,,,70.0809921183596,,,,,,,,,,,,,,,,,,,,307.54,2.2545,5991.0,133.102,4.01662,0.0782297,1.7038,0.078784,2019-06-06 03:40:31,lipponen,,3787,sector1
234387858,234387858.01,,,,,,,,,PC,,11.3049,0.006,112.86858600000001,11.545228999999999,-12.59,0.079,-28.769000000000002,0.069,2458492.0465,0.0055,2.81042,0.00099,2.58822,,2381.0,,0.152,0.013000000000000001,75.92,3.64,0.86,0.03,0.051,0.004,3.55,0.96,6.26,0.78,,,,,,,0.11,0.1,,,,,,,,,,,268.291,3.198,5572.0,123.166,4.32921,0.077555,1.12384,0.057901999999999995,2020-08-10 07:20:18,montalto,,29380,"new CTOI, Montalto et al. (2020)"
234489133,234489133.01,2572.01,,,,,,,,PC,,13.258,0.006999999999999999,114.26368799999999,6.716773,-2.332,0.05,-8.693999999999999,0.039,2458491.723724,,3.599572,,10.545776,,9666.0,,4.7943,,,,0.77,,0.09908,,,,15.556695720541187,,,,,,,,,,,,,,,,,,,,1038.2,29.295,6303.0,122.0,4.2093300000000005,,1.4490399999999999,,2021-02-08 16:07:01,olmschenk,,94020,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
234496405,234496405.01,,,,,,,,,PC,,11.2747,0.006,10.617027,-63.89753100000001,31.590999999999998,0.046,14.607000000000001,0.040999999999999995,2458380.0,0.5,22.418000000000003,0.01,1.6298270000000001,0.271468,1500.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.107,8.794,4816.2,51.0,,,3.28157,,2021-05-13 16:59:27,grunblatt,,96999,warm Jupiter candidate around evolved star
234503282,234503282.01,,,,,,,,,PC,,10.9643,0.006,11.595655,-63.473031000000006,18.439,0.155,8.677,0.127,2458335.1498,0.0008,1.4376,0.0002,18.726662,0.32577,17100.0,300.0,0.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.75300000000004,15.7155,6487.3,112.712,4.14029,0.08903580000000001,1.62485,0.0877915,2019-04-23 13:49:21,feinstein,,3341,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
234504626,234504626.01,,,,,,,,,PC,,11.6621,0.006,11.940817,-62.423186,50.224,0.040999999999999995,-14.59,0.037000000000000005,2458335.5641,0.0013,0.5341,0.0043,3.806742,0.217169,3500.0,200.0,0.11699999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.451,0.9115,5006.64,122.887,4.53857,0.0896288,0.811496,0.050995,2019-04-23 13:51:30,feinstein,,3342,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
234945462,234945462.01,,,,,,,,,PC,,11.3211,0.006,98.549426,1.4770290000000001,9.047,0.07,-42.251999999999995,0.068,2458474.51,0.2,7.08,,0.025830000000000002,0.001086,23.79,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.385,2.4615,5707.0,147.227,4.46989,0.0773361,0.972183,0.0503015,2021-05-05 09:39:54,chiarello,,96915,"Camera 1, CCD 2, Column 965, Row 1422, Sector 6"
235009317,235009317.01,,,,,,,,,PC,,11.8251,0.006,352.645939,-61.974387,4.731,0.038,-0.33899999999999997,0.04,2458329.2146,,7.4583330000000005,,24.184829999999998,,22028.794354717003,,3.1,,,,,,,,,,19.7401562447955,,,,,,,,,,,,,,,,,,,,711.99,13.1905,6165.0,128.564,3.9150699999999996,0.08496360000000001,1.97512,0.09655760000000001,2019-08-02 00:39:26,lipponen,,3787,sector1
235009317,235009317.02,,,,,,,,,PC,,11.8251,0.006,352.645939,-61.974387,4.731,0.038,-0.33899999999999997,0.04,2458325.4853,,7.4527779999999995,,3.7427669999999997,,3441.28095642617,,3.1,,,,,,,,,,7.802167812261059,,,,,,,,,,,,,,,,,,,,711.99,13.1905,6165.0,128.564,3.9150699999999996,0.08496360000000001,1.97512,0.09655760000000001,2019-08-02 00:39:26,lipponen,,3787,sector1
235015217,235015217.01,,,,,,,,,PC,,12.269,0.006,353.43026299999997,-62.643379,3.9789999999999996,0.036000000000000004,-12.248,0.038,2458324.1988,0.0152,4.08793,0.00366,4.063907,,3736.0,,0.115,0.013000000000000001,80.93,1.94,0.93,0.05,0.066,0.024,5.9,1.69,12.97,5.49,,,,,,,0.23,0.16,,,,,,,,,,,753.924,14.437000000000001,5969.0,132.984,3.96876,0.081687,1.8003200000000001,0.09359780000000001,2020-08-10 07:20:18,montalto,,29517,"new CTOI, Montalto et al. (2020)"
235039711,235039711.01,,,,,,,,,PC,,11.3542,0.006,354.135202,-60.468081999999995,21.892,0.040999999999999995,-0.017,0.040999999999999995,2458325.87,0.1,,,6.971042999999999,0.434381,6400.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.586,4.0485,5978.3,131.399,4.17813,0.084232,1.4147100000000001,0.0743216,2020-12-21 13:33:49,brahm,,92708,WINE single transit
235067594,235067594.01,,,,,,,,,PC,,11.3423,0.006,85.859748,-45.657787,61.473,0.034,81.939,0.042,2458430.6514,0.0027,8.29477,0.0006,4.6612860000000005,,4284.0,,0.125,0.006999999999999999,87.41,0.5,0.73,0.06,0.065,0.006999999999999999,16.28,1.81,6.8,1.1,,,,,,,1.19,0.56,,,,,,,,,,,209.048,0.8590000000000001,5334.7,123.666,4.43938,0.0832196,0.9577190000000001,0.053070400000000004,2020-08-10 07:20:18,montalto,,29478,"new CTOI, Montalto et al. (2020)"
235072851,235072851.01,,,,,,,,,PC,,13.709000000000001,0.006,86.144122,-45.268456,12.645999999999999,0.038,0.843,0.038,2458440.941229,,3.119135,,0.20413800000000001,,188.0,,1.906,,,,0.746,,0.0141,,,,1.0684780659991049,,,,,,,,,,,,,,,,,,,,415.95099999999996,3.1365,5036.0,122.0,4.6554,,0.71363,,2021-02-08 16:07:01,olmschenk,,94021,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
235078021,235078021.01,4747.01,,,,,,,,PC,,11.8128,0.006,86.427665,-45.029229,9.399,0.04,59.156000000000006,0.042,2458434.3815,0.0033,5.2188099999999995,0.0005200000000000001,1.5635,,1439.0,,0.086,0.004,88.66,0.38,0.43,0.14,0.039,0.005,18.37,0.89,4.21,0.77,,,,,,,4.31,1.32,,,,,,,,,,,304.615,2.015,5688.0,133.41899999999998,4.45222,0.0794178,0.988751,0.050608099999999996,2020-08-10 07:20:18,montalto,,29479,"new CTOI, Montalto et al. (2020)"
235901733,235901733.01,5723.01,,,,,,,,PC,,12.8857,0.008,289.508854,80.53185699999999,-20.649,0.028999999999999998,-13.155,0.033,2459413.813,0.02,,,13.657239,1.086279,12500.0,1000.0,7.5,0.5,,,,,,,,,14.0,0.5,,,,,,,,,,,,,,,,,,,575.831,6.5645,5695.0,139.936,4.32135,0.0803177,1.14952,0.0593367,2021-09-16 00:35:28,gsun,,99935,"newCTOI,Single transit event"
235903203,235903203.01,,,,,,,,,PC,,10.1804,0.006,290.043675,78.93918599999999,5.867999999999999,0.031,-5.752999999999999,0.036000000000000004,2458684.732574,0.0017120000000000002,1.6811080000000003,1.4999999999999999e-05,0.24996500000000002,0.001629,230.2,1.5,2.7460000000000004,0.319,,,0.313,0.313,,,,,2.2880000000000003,0.21100000000000002,,,3721.4,,1990.0,,,,0.03145,,,,,,,,,,278.087,1.4380000000000002,6724.0,131.835,4.25201,0.0910352,1.48252,0.063299,2022-01-29 15:02:40,spencer,,107631,From 10 Cycle 2 SPOC sectors; slightly V-shaped
235943205,235943205.01,2264.01,,,,,,,,PC,,10.5653,0.006,295.927746,78.72591899999999,5.445,0.08199999999999999,-7.169,0.069,2458827.03,,0.0,,5.442298,0.543004,5000.0,500.0,6.0,2.0,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,189.22,2.138,6140.0,128.245,4.5418400000000005,0.08052519999999999,0.9573950000000001,0.041809,2020-03-06 01:49:36,eisner,tfopwg,17973,Planet Hunters TESS candidate. Single transit event.
236084210,236084210.01,,,,,,,,,PC,,11.5077,0.006999999999999999,251.53875699999998,-45.321401,-0.094,0.10800000000000001,-4.026,0.079,2458631.974,0.004,5.3465,0.0016,36.573049,,33124.0,,3.187,,83.9,0.9,0.91,0.06,0.182,0.035,9.8,0.6,36.6,7.2,,,,,,,,,,,,,,,,,,,856.15,45.3485,8257.0,148.187,4.15698,0.0851107,1.9692,0.115003,2020-11-03 04:43:57,nardiello,,36669,"new CTOI likely member of ASCC 85      , PATHOS-18 in Nardiello et al. (2020)"
236529353,236529353.01,,,,,,,,,PC,,10.3654,0.006,314.512937,32.967464,5.649,0.038,5.254,0.04,2459422.8771,0.0011,20.0796,0.00151,7.7722,0.292537,7132.9,269.4,2.5869999999999997,,,,,,,,,,20.97,,,,,,,,,,,,,,,,,,,,327.323,3.17,6553.0,139.089,4.1447,0.08743150000000001,1.63235,0.0726433,2021-10-12 05:34:59,gsun,,100832,newCTOI
236761861,236761861.01,,,,,,,,,PC,,12.2506,0.006999999999999999,272.86857599999996,71.461774,6.721,0.042,1.7890000000000001,0.054000000000000006,2458684.0331,,0.8934,,14.314926999999999,,13098.0,,1.3184,,,,,,,,,,15.79,,,,,,,,,,,,,,,,,,,,442.291,5.528,5426.0,125.834,4.21255,0.0856952,1.26363,0.0704774,2020-04-01 15:11:51,kruse,,18582,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
236770234,236770234.01,,,,,,,,,PC,,9.95289,0.006,274.088698,68.614858,9.058,0.057999999999999996,26.026,0.053,2458890.99,,,,0.575593,,530.0,,14.4,,,,,,,,,,4.018,,,,,,,,,,,,,,,,,,,,254.391,1.882,6331.0,124.691,4.128769999999999,0.08947360000000001,1.5969,0.07196989999999999,2020-11-02 03:50:26,steuer,,36606,Found with our in-house single transit finder; transit finder output attached under 'Files'
236785891,236785891.01,,,,,,,,,PC,,15.762,0.009000000000000001,283.317267,59.817657,11.367,0.141,42.333,0.15,2458842.95734932,0.00268431,0.92908374,0.00016377,50.514669,30.142011,45460.0,27380.0,1.187,0.075,,,0.511,0.252,0.2156,0.06265,6.47,0.09,11.45,3.45,,,,,,,,,,,,,,,,,,,303.767,5.9375,3207.0,157.0,4.74975,0.00989926,0.485926,0.0165041,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,PMS?,2.2e+07yr. Rp=(0.72-1.59)Rj. b=0.00-0.91 (3-97HDI)."
236815262,236815262.01,,,,,,,,,PC,,11.4513,0.013999999999999999,283.743407,59.620608,-0.8,3.4,5.9,3.6,2459401.0984,0.0014,24.615820000000003,0.00198,35.084164,0.5044420000000001,31797.2,464.5,9.8485,,,,,,,,,,18.77,0.17,,,,,,,,,,,,,,,,,,,317.98900000000003,,6074.0,,,,,,2022-02-27 23:26:18,gsun,,108349,newCTOI
236817949,236817949.01,,,,,,,,,PC,,12.6265,0.006999999999999999,283.784843,55.651281999999995,2.333,0.075,0.405,0.081,2458711.7685,,0.6296,,3.6051940000000005,,3315.0,,1.4585,,,,,,,,,,8.93,,,,,,,,,,,,,,,,,,,,918.461,30.3225,7154.0,126.35799999999999,4.33758,0.0859341,1.42006,0.0725728,2020-04-01 15:11:51,kruse,,18582,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
237098272,237098272.01,,,,,,,,,PC,,11.9536,0.008,239.871373,69.369923,-10.262,0.035,-3.945,0.040999999999999995,2458709.0,,8.76,,2.282443,,2100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.135,1.3755,5101.0,129.274,4.43466,0.0876467,0.928844,0.058371900000000004,2021-02-16 02:49:20,chiarello,,94424,All data obtained using the lightkurve framework
237116860,237116860.01,,,,,,,,,PC,,12.7289,0.006999999999999999,269.79729,56.76986899999999,-5.874,0.033,7.452999999999999,0.032,2458683.5223,,0.9074,,1.489566,,1371.0,,1.8996,,,,,,,,,,6.17,,,,,,,,,,,,,,,,,,,,710.707,8.644,5651.0,127.596,4.07022,0.07868660000000001,1.52729,0.0784221,2020-04-01 15:11:51,kruse,,18582,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
237201858,237201858.01,2286.01,,,,,,,,PC,,9.852360000000001,0.006,292.823315,72.538317,-15.379000000000001,0.04,12.25,0.043,2458811.51,0.01,0.0,0.0,1.086279,0.217169,1000.0,200.0,10.9,1.0,,,,,,,,,4.3,1.0,,,,,,,,,,,,,,,,,,,233.507,1.0275,6863.0,212.202,4.27882,0.09388189999999999,1.4648,0.0625327,2020-05-22 05:50:42,eisner,,19240,PHT candidate. Single transit event.
237204346,237204346.01,,,,,,,,,PC,,10.6713,0.006,293.323467,76.92169399999999,19.04,0.038,30.514,0.048,2458684.274306,0.002627,3.046148,2e-06,0.27570300000000003,0.001194,253.9,1.1,3.502,0.16899999999999998,,,0.153,0.153,,,,,2.072,0.096,,,1317.9,,1535.0,,,,0.04312,,,,,,,,,,287.03,1.8885,6353.0,131.855,4.29887,0.08818,1.31864,0.0586433,2022-01-29 08:41:35,spencer,,107624,Potential multi from 10 Y2 SPOC sectors
237204346,237204346.02,,,,,,,,,PC,,10.6713,0.006,293.323467,76.92169399999999,19.04,0.038,30.514,0.048,2458684.772291,,6.5450870000000005,0.000198,0.425583,0.023235,391.9,21.4,4.353,0.226,,,0.14400000000000002,0.271,,,,,2.596,0.222,,,475.32,,1190.0,,,,0.07181,,,,,,,,,,287.03,1.8885,6353.0,131.855,4.29887,0.08818,1.31864,0.0586433,2022-01-29 08:42:59,spencer,,107624,Potential multi from 10 Y2 SPOC sectors
237205154,237205154.01,4437.01,,,,,,,,PC,,13.0024,0.006999999999999999,293.583219,76.661086,-1.6869999999999998,0.024,2.752,0.023,2458683.523306,,5.8930370000000005,,12.798995,,11719.1,,3.8444,,,,0.23,,0.10246,,,,13.803351889666619,,,,,,,,,,,,,,,,,,,,686.482,5.6115,6182.0,122.0,4.3753,,1.1676799999999998,,2021-02-08 16:07:01,olmschenk,,94022,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
237214311,237214311.01,,,,,,,,,PC,,12.481,0.006999999999999999,294.96949,74.687081,35.891999999999996,0.03,44.074,0.032,2458694.455,,37.5215,,17.910651,,16361.0,,8.472999999999999,,,,,,,,,,16.85,,,,,,,,,,,,,,,,,,,,496.57199999999995,3.609,5818.0,126.171,4.29646,0.0743045,1.20614,0.057999999999999996,2020-04-01 15:11:51,kruse,,18582,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
237236168,237236168.01,,,,,,,,,PC,,10.2665,0.012,298.230027,72.59392199999999,9.033999999999999,0.04,0.853,0.04,2458683.5516,,2.3156,,0.42460600000000004,,391.0,,2.9009,,,,,,,,,,3.62,,,,,,,,,,,,,,,,,,,,344.35900000000004,2.9735,7124.0,148.132,4.18769,0.0870783,1.67694,0.0672664,2020-04-01 15:11:51,kruse,,18582,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
237332597,237332597.01,,,,,,,,,PC,,8.0969,0.006,346.829133,-60.876332999999995,22.612,0.039,0.6559999999999999,0.045,2458326.1328,,2.9298610000000003,,10.369564,,9505.2584005642,,3.2333333333333303,,,,,,,,,,15.55974113606,,,,,,,,,,,,,,,,,,,,101.649,0.3175,6658.0,132.174,4.3034,0.0880451,1.38165,0.05834169999999999,2019-08-02 00:39:26,lipponen,,3787,sector1
237332597,237332597.02,,,,,,,,,PC,,8.0969,0.006,346.829133,-60.876332999999995,22.612,0.039,0.6559999999999999,0.045,2458327.5925,,2.930556,,150.290685,,129269.562793836,,3.5,,,,,,,,,,57.3810569484517,,,,,,,,,,,,,,,,,,,,101.649,0.3175,6658.0,132.174,4.3034,0.0880451,1.38165,0.05834169999999999,2019-08-02 00:39:26,lipponen,,3787,sector1
237342298,237342298.01,,,,,,,,,PC,,11.7742,0.006,60.237089000000005,-51.124241999999995,6.982,0.045,11.578,0.044000000000000004,2458383.6202,0.0003,2.69208,2e-05,34.405037,0.191867,31191.4,176.7,4.3312,,,,,,0.1644,0.0006,5.57,0.07,22.48,,,,,,,,,,0.0395,0.0662,,,,,,,,,612.183,8.132,6236.0,130.25799999999998,4.06073,0.0822309,1.69848,0.0803442,2020-11-30 19:23:37,gsun,,52244,newCTOI
237406657,237406657.01,2791.01,,,,,,,,PC,,12.7587,0.006,96.172915,-36.929228,-3.844,0.021,7.9479999999999995,0.022000000000000002,2458470.638993,,3.747437,,0.254961,,234.8,,4.7932,,,,0.008,,0.0149,,,,3.4246206361859417,,,,,,,,,,,,,,,,,,,,1148.8,16.46,6425.0,136.446,3.94248,0.0894724,2.01728,0.0925025,2021-02-08 16:07:01,olmschenk,,94023,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
237597612,237597612.01,,,,,,,,,PC,,11.8153,0.006,103.374133,5.538219000000001,-1.52,0.061,-3.431,0.055,2459222.0952,0.0035,,,6.589517999999999,0.231873,6050.79,213.54,1.93,1.11,,,,,,,,,14.05,0.25,,,,,,,,,,,,,,,,,,,808.8739999999999,21.7755,8130.29,110.848,4.29845,0.07691680000000001,1.6529200000000002,0.0768869,2021-02-15 04:50:07,steuer,,94393,Found with our in-house single transit finder
237637903,237637903.01,4742.01,,,,,,,,PC,,12.9065,0.009000000000000001,103.52650899999999,5.476030000000001,-3.345,0.046,-3.488,0.039,2458471.715823,,4.105329,,9.659752000000001,,8857.5,,3.3262,,,,0.725,,0.09457,,,,13.350731155202727,,,,,,,,,,,,,,,,,,,,803.7560000000001,16.4875,6753.0,133.6,4.39201,0.08736260000000001,1.26534,0.058602999999999995,2021-02-08 16:07:01,olmschenk,,94024,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
237913194,237913194.01,2179.01,,,,,,,,PC,,11.4864,0.006,22.445812,-60.739909999999995,18.053,0.036000000000000004,10.523,0.034,2458319.15058,0.001,15.168888,4.2e-05,,,,,,,86.7,1.8,0.917,0.040999999999999995,0.1146,0.026000000000000002,23.11,0.8,1.24,0.28,1.94,0.09300000000000001,,,,,,,0.1169,0.0042,0.57,0.012,,,,,190.3,6.4,306.063,2.0380000000000003,5713.0,131.253,4.34129,0.0786001,1.1289799999999999,0.055691,2020-06-09 12:10:49,schlecker,,19467,"results from joint photometry and RV fit, paper in prep."
237922465,237922465.01,2416.01,,,,,,,,PC,,12.4333,0.006,57.338941000000005,-60.787186,8.644,0.035,-10.165,0.040999999999999995,2458409.14095,0.0009599999999999999,8.27603,0.00033999999999999997,0.754849,0.048859,695.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.7330000000001,5.9985,5640.1,121.96600000000001,4.15247,0.07723880000000001,1.38931,0.07352760000000001,2020-10-02 12:04:19,brahm,tfopwg,36180,Hot Jupiter
238027971,238027971.01,,,,,,,,,PC,,10.5178,0.006999999999999999,103.330873,-53.11727,-42.433,0.05,497.95599999999996,0.067,2458379.52243,0.016069999999999997,14.408365,0.022313999999999997,,,0.0,0.0,0.179,0.002,90.01,0.26,-0.006999999999999999,0.124,0.0395,0.0014,26.9,0.4,2.34,0.11,,,4.9,0.4,415.1,8.6,,,0.0975,0.0004,0.0,0.0,,,,,,,38.664,0.0389,3640.0,157.0,4.69934,0.0103848,0.543755,0.0170117,2019-06-10 08:50:14,cloutier,,4046,new CTOI from ORION (https://arxiv.org/abs/1812.08145)
238082493,238082493.01,,,,,,,,,PC,,10.0982,0.006,104.835239,-50.400457,-1.222,0.042,12.328,0.042,2458467.7789,0.0014,0.8774200000000001,2.9999999999999997e-05,1.2851860000000002,,1183.0,,0.07400000000000001,0.004,38.17,4.62,0.98,0.01,0.033,0.009000000000000001,1.24,0.11,15.34,4.71,,,,,,,0.05,0.02,,,,,,,,,,,623.19,8.877,5906.0,133.03799999999998,3.20878,0.07855060000000001,4.25927,0.20722800000000002,2020-08-10 07:20:18,montalto,,29347,"new CTOI, Montalto et al. (2020)"
